"구분","총합계","","강남구","","강동구","","강북구","","강서구","","관악구","","광진구","","구로구","","금천구","","노원구","","도봉구","","동대문구","","동작구","","마포구","","서대문구","","서초구","","성동구","","성북구","","송파구","","양천구","","영등포구","","용산구","","은평구","","종로구","","중구","","중랑구","","기타","","타시도",""
"","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망"
"6/6/2020","27","0","0","0","0","0","1","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","7","0","1","0","2","0","3","0","0","0","0","0","0","0","0","0","4","0"
"6/7/2020","21","0","0","0","1","0","1","0","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"6/8/2020","19","0","0","0","0","0","0","0","3","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"6/9/2020","12","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6/10/2020","21","0","0","0","0","0","0","0","0","0","1","0","1","0","3","0","4","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0"
"6/11/2020","25","0","0","0","1","0","0","0","3","0","5","0","0","0","1","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","5","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0"
"6/12/2020","29","0","0","0","1","0","2","0","2","0","1","0","0","0","0","0","1","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0"
"6/13/2020","12","0","0","0","0","0","1","0","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"6/14/2020","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0"
"6/15/2020","12","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6/16/2020","13","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0"
"6/17/2020","25","1","1","0","0","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0","11","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0"
"6/18/2020","18","0","0","0","0","0","1","0","2","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","2","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0"
"6/19/2020","14","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0"
"6/20/2020","17","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"6/21/2020","5","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6/22/2020","6","0","1","0","1","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6/23/2020","11","0","0","0","1","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"6/24/2020","9","1","1","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1"
"6/25/2020","17","0","0","0","0","0","0","0","1","0","11","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"6/26/2020","17","0","0","0","0","0","0","0","0","0","7","0","1","0","1","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"6/27/2020","14","0","1","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6/28/2020","7","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"6/29/2020","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"6/30/2020","9","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"7/1/2020","13","0","0","0","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"7/2/2020","12","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"7/3/2020","7","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"7/4/2020","16","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0"
"7/5/2020","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7/6/2020","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"7/7/2020","10","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"7/8/2020","8","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"7/9/2020","8","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"7/10/2020","8","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"7/11/2020","7","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"7/12/2020","13","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"7/13/2020","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"7/14/2020","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7/15/2020","7","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7/16/2020","9","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7/17/2020","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"7/18/2020","10","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"7/19/2020","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7/20/2020","21","0","0","0","1","0","0","0","10","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0"
"7/21/2020","16","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0"
"7/22/2020","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7/23/2020","21","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"7/24/2020","11","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"7/25/2020","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"7/26/2020","9","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"7/27/2020","6","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0"
"7/28/2020","9","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7/29/2020","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7/30/2020","8","0","1","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7/31/2020","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8/1/2020","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8/2/2020","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"8/3/2020","9","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"8/4/2020","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"8/5/2020","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0"
"8/6/2020","9","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0"
"8/7/2020","17","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","2","0","1","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"8/8/2020","13","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","3","0"
"8/9/2020","13","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0"
"8/10/2020","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"8/11/2020","15","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","2","0","1","0"
"8/12/2020","26","0","0","0","0","0","0","0","3","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","2","0","0","0","2","0","0","0","1","0","4","0","1","0","2","0","0","0","2","0","2","0"
"8/13/2020","32","0","0","0","0","0","1","0","2","0","1","0","6","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","1","0","4","0","0","0","7","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0"
"8/14/2020","74","0","5","0","5","0","0","0","2","0","2","0","1","0","0","0","0","0","4","0","1","0","3","0","2","0","6","0","3","0","8","0","1","0","16","0","6","0","1","0","2","0","1","0","2","0","0","0","1","0","1","0","0","0","1","0"
"8/15/2020","146","0","3","0","2","0","9","0","7","0","5","0","3","0","0","0","3","0","14","0","9","0","6","0","1","0","0","0","1","0","2","0","1","0","39","0","7","0","2","0","1","0","4","0","5","0","0","0","0","0","8","0","7","0","7","0"
"8/16/2020","90","0","1","0","4","0","2","0","5","0","0","0","7","0","0","0","0","0","14","0","3","0","3","0","1","0","4","0","0","0","0","0","1","0","18","0","8","0","1","0","0","0","3","0","2","0","2","0","1","0","5","0","2","0","3","0"
"8/17/2020","132","1","2","0","6","0","9","0","2","1","2","0","4","0","2","0","1","0","11","0","3","0","6","0","11","0","3","0","1","0","1","0","0","0","22","0","10","0","3","0","1","0","0","0","5","0","0","0","1","0","9","0","0","0","17","0"
"8/18/2020","151","0","6","0","10","0","8","0","2","0","5","0","3","0","6","0","1","0","6","0","4","0","5","0","4","0","8","0","3","0","6","0","2","0","22","0","11","0","4","0","3","0","3","0","6","0","4","0","1","0","9","0","1","0","8","0"
"8/19/2020","135","1","5","0","13","0","9","0","7","0","2","0","2","0","2","0","0","0","10","0","2","0","6","0","7","0","1","0","5","0","5","0","0","0","15","0","13","1","2","0","2","0","1","0","11","0","4","0","0","0","3","0","0","0","8","0"
"8/20/2020","126","1","5","0","5","0","3","0","11","0","3","0","3","1","7","0","2","0","6","0","5","0","7","0","1","0","3","0","0","0","4","0","3","0","11","0","12","0","1","0","1","0","2","0","10","0","2","0","4","0","7","0","0","0","8","0"
"8/21/2020","129","0","5","0","2","0","5","0","7","0","4","0","7","0","6","0","2","0","9","0","1","0","6","0","4","0","8","0","5","0","3","0","3","0","8","0","12","0","6","0","1","0","2","0","8","0","3","0","2","0","3","0","1","0","6","0"
"8/22/2020","140","0","7","0","12","0","4","0","7","0","5","0","2","0","2","0","1","0","12","0","3","0","3","0","9","0","4","0","1","0","8","0","1","0","13","0","5","0","5","0","6","0","4","0","11","0","1","0","1","0","4","0","0","0","9","0"
"8/23/2020","97","0","5","0","5","0","2","0","5","0","1","0","2","0","2","0","3","0","6","0","0","0","4","0","1","0","1","0","2","0","0","0","2","0","9","0","5","0","9","0","3","0","5","0","7","0","2","0","3","0","7","0","0","0","6","0"
"8/24/2020","135","0","5","0","5","0","2","0","2","0","9","0","8","0","3","0","2","0","10","0","6","0","3","0","1","0","4","0","4","0","7","0","3","0","10","0","7","0","6","0","4","0","3","0","5","0","1","0","0","0","13","0","0","0","12","0"
"8/25/2020","111","1","6","0","8","0","3","0","10","0","9","0","2","0","1","0","0","0","3","0","2","0","3","0","3","0","4","0","1","0","4","0","1","0","3","0","6","0","5","0","10","0","2","0","6","0","4","0","1","0","6","0","2","1","6","0"
"8/26/2020","154","0","3","0","2","0","2","0","12","0","6","0","3","0","9","0","10","0","25","0","2","0","1","0","6","0","5","0","9","0","2","0","4","0","10","0","10","0","5","0","4","0","3","0","6","0","2","0","1","0","4","0","0","0","8","0"
"8/27/2020","146","2","4","0","2","0","6","0","3","0","14","0","4","0","6","0","1","0","16","0","4","0","2","0","8","0","12","0","2","0","3","0","0","0","6","0","16","0","2","0","5","0","4","0","9","1","3","0","2","0","3","0","1","1","8","0"
"8/28/2020","125","1","4","0","4","0","4","0","5","0","10","0","5","0","3","0","2","0","7","0","6","0","2","0","11","0","3","0","5","0","5","0","0","0","8","0","12","1","4","0","7","0","1","0","2","0","0","0","3","0","5","0","0","0","7","0"
"8/29/2020","116","2","4","0","3","0","4","0","5","0","7","0","6","0","5","0","1","0","15","0","2","0","3","0","10","0","3","0","2","0","3","0","0","0","5","0","11","0","2","0","8","0","0","0","2","0","0","0","1","0","5","1","1","0","8","1"
